"Temp","density","magvort","pressure","rho_OH","vtkGhostType","vtkValidPointMask"
423.29,0.054831,66338,6.0759e+07,1.1186e-17,0,1
609.62,0.035591,1.2305e+05,6.0762e+07,3.0493e-14,0,1
365.26,0.059017,86315,6.0789e+07,-2.9999e-17,0,1
330.24,0.065332,79240,6.0774e+07,-2.5382e-15,0,1
335.52,0.064172,39763,6.0794e+07,2.5983e-16,0,1
297.52,0.072568,1.8398e+05,6.0802e+07,1.1493e-15,0,1
534.77,0.040476,90360,6.0765e+07,2.2797e-15,0,1
422.89,0.051708,58982,6.0784e+07,2.7505e-17,0,1
385.37,0.056738,63412,6.0779e+07,1.138e-15,0,1
366.82,0.059227,47328,6.0793e+07,3.5555e-17,0,1
314.49,0.069308,91394,6.0795e+07,3.4055e-17,0,1
530.46,0.041232,86331,6.0766e+07,1.9069e-15,0,1
427.89,0.051156,43809,6.0781e+07,4.2308e-17,0,1
386.77,0.056459,28657,6.078e+07,7.4122e-16,0,1
363.34,0.059998,36435,6.0793e+07,1.7846e-16,0,1
322.85,0.068266,77564,6.0794e+07,-3.2215e-16,0,1
501.79,0.043662,70464,6.0765e+07,6.4563e-16,0,1
403.66,0.054017,44404,6.0771e+07,1.1963e-17,0,1
375.89,0.057814,35847,6.0771e+07,-3.3917e-17,0,1
339.86,0.064152,22010,6.0781e+07,1.4656e-16,0,1
285.55,0.077453,1.1389e+05,6.0786e+07,1.3265e-17,0,1
422.63,0.051586,50314,6.0758e+07,1.0545e-17,0,1
381.53,0.057088,37701,6.0759e+07,-2.5297e-17,0,1
344.45,0.06346,29434,6.0757e+07,1.1022e-15,0,1
308.09,0.071828,10428,6.0763e+07,-1.0958e-17,0,1
289.46,0.077398,1.1935e+05,6.0768e+07,2.3269e-16,0,1
369.12,0.058979,38922,6.0747e+07,3.0644e-16,0,1
331.3,0.065753,23692,6.0758e+07,2.5481e-16,0,1
311.34,0.070586,9203.2,6.075e+07,5.7745e-15,0,1
330.95,0.067864,14807,6.0756e+07,1.5512e-18,0,1
284.15,0.078601,1.128e+05,6.076e+07,4.892e-17,0,1
327.5,0.066585,39094,6.0747e+07,5.5907e-16,0,1
326.17,0.067244,30837,6.0747e+07,1.9173e-17,0,1
335,0.066205,16694,6.074e+07,6.1807e-15,0,1
343.38,0.065032,30382,6.0745e+07,-1.3797e-18,0,1
276.45,0.079739,97541,6.0742e+07,1.3058e-17,0,1
351.59,0.063176,47675,6.0741e+07,1.9689e-17,0,1
367.27,0.060338,27509,6.0744e+07,3.0506e-18,0,1
369.38,0.05981,24016,6.0744e+07,2.4287e-15,0,1
355.63,0.062351,48221,6.0747e+07,-2.5676e-16,0,1
318.95,0.069589,87648,6.0752e+07,1.417e-17,0,1
396.13,0.056726,33285,6.0742e+07,1.7698e-18,0,1
368.5,0.059891,12437,6.0739e+07,-1.7343e-17,0,1
359.07,0.061887,46096,6.0741e+07,-2.578e-15,0,1
391.14,0.05818,71679,6.0758e+07,-1.8546e-16,0,1
406.32,0.056946,84379,6.0758e+07,-1.5021e-17,0,1
559.89,0.038739,1.7102e+05,6.0766e+07,1.1349e-14,0,1
419.07,0.051498,69709,6.0795e+07,9.9206e-17,0,1
371.4,0.058036,21184,6.0785e+07,3.0646e-15,0,1
328.04,0.06548,50886,6.0805e+07,5.1314e-15,0,1
330.79,0.066353,1.8566e+05,6.08e+07,1.2047e-16,0,1
549.98,0.039723,87141,6.0773e+07,3.2074e-15,0,1
451.16,0.048505,54304,6.079e+07,2.7961e-16,0,1
393.27,0.055043,29391,6.0785e+07,4.9408e-15,0,1
324.15,0.066337,18830,6.0796e+07,1.9146e-17,0,1
276.87,0.078818,97712,6.0799e+07,-1.6249e-17,0,1
537.37,0.040702,85486,6.077e+07,-1.9474e-14,0,1
448.92,0.048714,45096,6.0784e+07,1.4134e-16,0,1
399.07,0.054626,38038,6.0786e+07,6.4389e-16,0,1
300.16,0.072032,33127,6.0795e+07,1.5227e-15,0,1
276.93,0.079198,84888,6.0802e+07,4.9936e-17,0,1
498.58,0.044006,82508,6.0768e+07,4.3805e-16,0,1
440.32,0.049671,53166,6.0777e+07,6.9647e-17,0,1
372.56,0.058398,52173,6.0777e+07,7.4961e-17,0,1
269.69,0.080117,17066,6.0786e+07,3.6421e-15,0,1
269.7,0.081451,1.0904e+05,6.079e+07,7.1116e-18,0,1
456.23,0.047956,66404,6.0761e+07,8.7675e-17,0,1
356.91,0.060429,52555,6.0762e+07,2.5944e-16,0,1
255.83,0.084465,33881,6.0764e+07,1.4869e-15,0,1
237.69,0.092185,18161,6.0769e+07,-2.0008e-15,0,1
337.18,0.067181,1.1095e+05,6.0779e+07,-7.4316e-15,0,1
410.9,0.053121,48890,6.0759e+07,1.9623e-16,0,1
328.89,0.065563,40583,6.0759e+07,1.818e-14,0,1
258.89,0.08403,24925,6.0758e+07,1.6287e-13,0,1
241.93,0.090861,21065,6.075e+07,-1.7913e-13,0,1
325.05,0.069384,1.019e+05,6.0765e+07,5.2245e-13,0,1
369.1,0.059196,37487,6.0758e+07,1.2413e-16,0,1
313.17,0.069748,30764,6.0755e+07,1.7067e-14,0,1
287.87,0.076566,5300.4,6.0749e+07,8.272e-13,0,1
263.38,0.083618,22975,6.0754e+07,2.1135e-12,0,1
295.9,0.074929,86318,6.0765e+07,4.3417e-13,0,1
335.83,0.065418,51935,6.0742e+07,1.1359e-15,0,1
316.17,0.069479,32291,6.0752e+07,1.1596e-13,0,1
314.85,0.070263,24883,6.0748e+07,1.5346e-12,0,1
310.33,0.071593,47924,6.0752e+07,1.0374e-13,0,1
311.33,0.071417,77101,6.076e+07,2.1601e-14,0,1
375.78,0.059958,49111,6.0752e+07,6.2734e-16,0,1
368.23,0.061029,13636,6.0753e+07,-3.3682e-16,0,1
358.25,0.062975,48708,6.0756e+07,-7.089e-15,0,1
371.8,0.061528,92536,6.0767e+07,-2.6226e-16,0,1
339.9,0.065879,66929,6.0775e+07,-1.6888e-16,0,1
518.61,0.041887,1.561e+05,6.0769e+07,2.5465e-15,0,1
426.59,0.050844,47377,6.0792e+07,5.6007e-16,0,1
351.81,0.061361,11682,6.0791e+07,9.583e-15,0,1
297.28,0.072574,86471,6.0771e+07,-1.7909e-15,0,1
591.77,0.037196,1.844e+05,6.0804e+07,1.0149e-14,0,1
525.92,0.041507,68244,6.0773e+07,1.8239e-15,0,1
435.88,0.049864,44008,6.0775e+07,2.3883e-16,0,1
352.8,0.061253,20010,6.0787e+07,3.0962e-15,0,1
271.62,0.079165,24526,6.0785e+07,-1.3586e-16,0,1
358.89,0.061014,1.0453e+05,6.0802e+07,5.6144e-16,0,1
504.37,0.04315,71558,6.0772e+07,7.1877e-16,0,1
437.97,0.049717,36047,6.0774e+07,1.3098e-16,0,1
362.78,0.059989,35137,6.0784e+07,1.4989e-15,0,1
264.69,0.08162,24933,6.0784e+07,-9.9106e-15,0,1
374.02,0.058726,98871,6.0797e+07,7.4333e-16,0,1
487.31,0.044963,85349,6.077e+07,-1.6186e-14,0,1
435.75,0.05014,60562,6.0777e+07,2.2806e-16,0,1
353.39,0.061496,52740,6.0786e+07,4.0147e-15,0,1
252.03,0.085709,11565,6.0773e+07,1.1155e-14,0,1
413.68,0.053192,93800,6.08e+07,-7.0678e-17,0,1
451.29,0.04849,76760,6.0761e+07,-8.8071e-16,0,1
328.19,0.065699,51035,6.0771e+07,-3.9232e-14,0,1
229.61,0.093979,34581,6.0759e+07,4.4725e-14,0,1
237.43,0.092263,36579,6.0767e+07,2.762e-12,0,1
394.02,0.057451,1.0258e+05,6.0778e+07,-6.7408e-12,0,1
424.61,0.051654,58988,6.0761e+07,-1.2989e-15,0,1
324.16,0.066487,37511,6.0768e+07,8.0871e-15,0,1
232.98,0.092734,24031,6.0759e+07,-9.373e-15,0,1
229.2,0.094991,33043,6.076e+07,-1.6674e-12,0,1
368.36,0.061296,93719,6.0769e+07,2.0994e-11,0,1
393.99,0.055649,45270,6.0759e+07,1.6839e-16,0,1
316.72,0.068536,29477,6.0754e+07,1.8343e-14,0,1
272.21,0.080367,6848.4,6.0754e+07,6.6972e-13,0,1
251.79,0.086697,48428,6.0754e+07,8.6556e-13,0,1
363.18,0.061593,72374,6.0763e+07,6.4983e-13,0,1
361,0.060868,54063,6.0766e+07,1.2913e-15,0,1
309.75,0.070646,31619,6.0759e+07,1.1555e-13,0,1
311.62,0.070978,22096,6.0759e+07,1.18e-12,0,1
307.09,0.072125,58313,6.0756e+07,2.5986e-13,0,1
373.68,0.0597,51294,6.0763e+07,7.4267e-14,0,1
374.26,0.060091,62548,6.0759e+07,7.2353e-17,0,1
360.42,0.06255,19126,6.0766e+07,-9.8894e-16,0,1
346.38,0.065093,42886,6.0767e+07,-1.8255e-14,0,1
353.8,0.063948,89707,6.0767e+07,-5.5424e-16,0,1
341.05,0.065368,39621,6.0772e+07,1.1153e-15,0,1
468.67,0.04631,1.0212e+05,6.0768e+07,6.0607e-15,0,1
401.27,0.054067,34310,6.0799e+07,2.5451e-13,0,1
318.24,0.068076,46287,6.0783e+07,1.0547e-12,0,1
318.26,0.068395,99936,6.0838e+07,5.24e-14,0,1
676.31,0.032396,1.3163e+05,6.0805e+07,1.2435e-13,0,1
470.58,0.04619,73295,6.0769e+07,4.0395e-16,0,1
380.3,0.057166,47477,6.0793e+07,3.5921e-16,0,1
302.31,0.071596,34287,6.0773e+07,1.0165e-15,0,1
287.87,0.07489,40409,6.0791e+07,-3.6053e-16,0,1
597.36,0.036619,94220,6.0799e+07,2.5922e-14,0,1
471.52,0.045973,75563,6.0763e+07,3.6544e-16,0,1
386,0.056472,47703,6.0786e+07,8.8502e-16,0,1
307.99,0.070744,41796,6.0771e+07,2.0011e-14,0,1
279.86,0.077322,17258,6.076e+07,3.0037e-16,0,1
590.8,0.037332,90013,6.0799e+07,1.9322e-14,0,1
468.02,0.046509,81995,6.0757e+07,-2.668e-16,0,1
391.82,0.055471,63043,6.0771e+07,2.8649e-16,0,1
302.53,0.071972,40980,6.0766e+07,6.7017e-15,0,1
269.6,0.080482,18057,6.0793e+07,2.9663e-16,0,1
603.32,0.036541,77688,6.0792e+07,2.4333e-14,0,1
443.39,0.049491,78851,6.0757e+07,-5.9926e-17,0,1
322.65,0.066875,47934,6.076e+07,-1.288e-14,0,1
231.28,0.093232,23735,6.0758e+07,-3.3699e-13,0,1
246.1,0.089275,26320,6.0774e+07,3.5934e-13,0,1
578.32,0.038114,98656,6.0782e+07,-3.4394e-13,0,1
426.46,0.051631,56822,6.076e+07,-1.5011e-15,0,1
322.22,0.067026,33329,6.0761e+07,-4.7282e-14,0,1
232.16,0.0929,24635,6.0749e+07,-2.6192e-13,0,1
239.22,0.091408,40004,6.0769e+07,-7.5412e-13,0,1
570.08,0.038874,90401,6.0777e+07,1.4816e-12,0,1
393.69,0.055702,51426,6.0756e+07,9.7641e-16,0,1
325.49,0.066665,28741,6.0766e+07,8.7727e-14,0,1
261.98,0.082942,30884,6.0744e+07,9.6287e-13,0,1
259.48,0.084407,63759,6.0763e+07,-8.4043e-14,0,1
565.45,0.039082,71547,6.0776e+07,3.1953e-14,0,1
367.49,0.059749,51097,6.0758e+07,3.9542e-16,0,1
307.21,0.070827,26850,6.0749e+07,3.0939e-14,0,1
307.85,0.071537,30552,6.0758e+07,2.7026e-13,0,1
312.16,0.071097,66374,6.0765e+07,1.1766e-13,0,1
560.42,0.039295,57529,6.0774e+07,2.0129e-14,0,1
382,0.05886,74462,6.0769e+07,-1.2772e-17,0,1
354.83,0.063427,34091,6.0767e+07,-1.173e-15,0,1
333.25,0.067084,47381,6.0778e+07,-6.7873e-15,0,1
341.23,0.065678,59095,6.0779e+07,2.6253e-16,0,1
401.54,0.05477,53583,6.0789e+07,3.4397e-16,0,1
373.56,0.057905,77437,6.0768e+07,6.8087e-15,0,1
343.53,0.062852,44158,6.0783e+07,2.7863e-13,0,1
332.42,0.065245,83689,6.0799e+07,1.1381e-12,0,1
408.03,0.053222,94490,6.0784e+07,2.5483e-15,0,1
634.29,0.034616,93886,6.08e+07,5.126e-14,0,1
361.29,0.060201,76039,6.0774e+07,1.8652e-17,0,1
337.46,0.06457,60328,6.0776e+07,2.4144e-16,0,1
331.26,0.06567,50732,6.081e+07,8.4467e-16,0,1
427.78,0.050474,28822,6.0789e+07,2.0906e-15,0,1
575.21,0.038488,82166,6.0798e+07,1.3184e-14,0,1
359.1,0.060484,80339,6.0774e+07,9.097e-17,0,1
334.17,0.065352,56856,6.0768e+07,7.3631e-16,0,1
332.42,0.065815,50824,6.081e+07,2.8569e-15,0,1
424.82,0.051188,22005,6.0804e+07,1.0948e-15,0,1
542.94,0.040896,86995,6.0796e+07,5.3661e-15,0,1
375.82,0.0578,91233,6.0773e+07,5.4788e-17,0,1
322.6,0.067225,68913,6.0767e+07,7.2121e-16,0,1
316.78,0.068795,51107,6.0792e+07,1.1675e-15,0,1
425.14,0.051243,29044,6.0765e+07,8.2581e-16,0,1
546.27,0.040829,88237,6.0791e+07,4.9192e-15,0,1
431.14,0.050817,78061,6.0762e+07,3.3537e-16,0,1
286.45,0.075444,35860,6.0755e+07,4.0084e-15,0,1
243.96,0.088766,14254,6.0763e+07,-1.6559e-13,0,1
332.43,0.066162,20864,6.0748e+07,-1.0203e-12,0,1
574.72,0.038244,98135,6.0776e+07,7.8301e-15,0,1
419.37,0.052441,57677,6.0763e+07,-3.3485e-16,0,1
291.7,0.074162,23962,6.0753e+07,-1.132e-14,0,1
245.69,0.088071,21878,6.0763e+07,-1.3727e-13,0,1
318.51,0.069225,18247,6.0749e+07,-4.0831e-13,0,1
574.77,0.038378,85392,6.077e+07,1.2665e-14,0,1
391.37,0.056049,49749,6.0761e+07,7.6994e-16,0,1
309.72,0.070045,16079,6.0754e+07,5.8854e-14,0,1
274.77,0.079279,38891,6.0762e+07,2.8713e-13,0,1
328.55,0.067097,24467,6.0752e+07,-3.8914e-14,0,1
582.7,0.037773,80073,6.0769e+07,1.2995e-14,0,1
360.85,0.060633,49057,6.0763e+07,1.2061e-16,0,1
307.32,0.070823,11488,6.0757e+07,5.8736e-15,0,1
312.75,0.070455,44610,6.0763e+07,3.474e-14,0,1
357.72,0.062015,33805,6.0758e+07,5.5222e-15,0,1
576.66,0.038086,87699,6.0766e+07,7.5723e-15,0,1
370.31,0.06024,77399,6.0774e+07,-1.0231e-14,0,1
339,0.065782,31481,6.0777e+07,1.1374e-16,0,1
329.64,0.067448,33672,6.0775e+07,6.2889e-15,0,1
355.39,0.062984,29255,6.0783e+07,2.6643e-16,0,1
532.13,0.041258,80172,6.0783e+07,2.7721e-15,0,1
